DOTS, RLTS, Max_points
0.04073819998302497,0.06072810001205653,500
0.4932610999967437,0.10557000001426786,500
0.014916100015398115,0.020297100010793656,500
0.042005900002550334,0.0353330000070855,500
0.08985279998159967,0.060584899998502806,500
0.06507359998067841,0.045123099989723414,500
0.015152799984207377,0.012783499987563118,500
0.06059600002481602,0.0458199999993667,500
0.0299714999855496,0.03346820001024753,500
0.16856089999782853,0.08222000001114793,500
0.03445049998117611,0.036391699977684766,500
0.058635300025343895,0.05628210000577383,500
0.1779040000110399,0.08533329999772832,500
0.1297614000213798,0.046594300016295165,500
0.03361709997989237,0.028130100021371618,500
0.05185319998417981,0.04415909998351708,500
0.05446270000538789,0.06213289999868721,500
0.24487580001004972,0.10640349998720922,500
0.0083710000035353,0.01212090000626631,500
0.05606239999178797,0.03064680000534281,500
0.09090700000524521,0.08915549999801442,500
0.11788090001209639,0.062828800000716,500
0.2337864999717567,0.06160319998161867,500
2.068666699982714,0.23997709999093786,500
0.040866400027880445,0.048724699998274446,500
0.04714060001424514,0.05717849999200553,500
0.05806750000920147,0.034007899987045676,500
0.13222810000297613,0.06331230001524091,500
1.7891666000068653,0.3047085999860428,500
0.012476799980504438,0.016305400000419468,500
0.12815159998717718,0.0739707000029739,500
0.04551889997674152,0.043941999989328906,500
0.36911219998728484,0.11167380001279525,500
0.025889999989885837,0.02757129998644814,500
0.024540599988540635,0.034037500008707866,500
0.27234100000350736,0.12264499999582767,500
0.014959200023440644,0.025181799981510267,500
0.012540499999886379,0.014085999981034547,500
0.08622190001187846,0.060365800018189475,500
0.061055899976054206,0.052243399986764416,500
0.07554659998277202,0.06749970000237226,500
0.4005048999970313,0.12526669999351725,500
0.061363100016023964,0.0608889999857638,500
0.09444899999652989,0.10387520000222139,1000
3.2048438000201713,0.5285069000092335,1000
0.4869063000078313,0.18583159998524934,1000
13.018535400013207,0.5301923000079114,1000
0.696723800007021,0.24414910000632517,1000
0.6139628999808338,0.19848560000536963,1000
0.09218710000277497,0.09525009998469613,1000
0.4072341000137385,0.16885950000141747,1000
0.08945030000177212,0.0938462000049185,1000
0.6270678000000771,0.19172460000845604,1000
0.14575339999282733,0.1452020000142511,1000
0.09663580000051297,0.10990270000183955,1000
0.06941669998923317,0.07176069999695756,1000
2.857865700003458,0.6583708999969531,1000
0.814943300007144,0.3064129000122193,1000
1.055377500015311,0.23716550000244752,1000
0.3725239000050351,0.19180830000550486,1000
0.20602909999433905,0.1873362000042107,1000
3.165234399988549,0.5517858999955934,1000
0.2542935999808833,0.19684550000238232,1000
0.3361021000018809,0.27040480001596734,1000
3.8856857999926433,0.1950252999959048,1000
0.09696199998143129,0.10361680001369677,1000
0.4496396000031382,0.14337820000946522,1000
1.058311800006777,0.26657440001145005,1000
2.248873200005619,0.3664344999997411,1000
0.15795629998319782,0.11847400001715869,1000
2.075461100001121,0.3200254999974277,1000
0.45612139999866486,0.2115316999843344,1000
1.8132436999876518,0.6007859999954235,1000
5.198139500018442,0.8221595000068191,1000
0.3689427000063006,0.16747869999380782,1000
0.8405824000074062,0.21517880001920275,1000
0.3396292999968864,0.15701130000525154,1000
0.9517419000039808,0.20581669997773133,1000
0.2686321999935899,0.17299110000021756,1000
5.638158200017642,0.45482160002575256,1000
9.546642099972814,0.4957281000097282,1000
0.2948986999981571,0.39097100001526996,1000
0.1747179999947548,0.20107379998080432,1000
0.45739280001726,0.36491850001038983,1000
0.2465762000065297,0.2440096999926027,1000
2.733423600002425,0.8349977000034414,1500
